County,State,Total Population,Asian Indian,Bangladeshi,Bhutanese,Burmese,Cambodian,Chinese except Taiwanese,Filipino,Hmong,Indonesian,Japanese,Korean,Laotian,Malaysian,Mongolian,Nepalese,Okinawan,Other Asian not specified,Other Asian specified,Pakistani,Sri Lankan,Taiwanese,Thai,Vietnamese
Calloway County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Calumet County,Wisconsin,,,,,,,,,927,,,,,,,,,,,,,,,
Calvert County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Camas County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Cambria County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Camden County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Camden County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Camden County,New Jersey,,9488,,,,,5756,5464,,,,3227,,,,,,,,,,,,4919
Camden County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Cameron County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Cameron County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Camp County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Campbell County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Campbell County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Campbell County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Campbell County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Campbell County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Camuy Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Canadian County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,1775
Candler County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Cannon County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Canóvanas Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Canyon County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Cape Girardeau County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Cape May County,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Caribou County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Carlisle County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Carlton County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Carolina Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Caroline County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Caroline County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Carson City,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Carson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Carter County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Carter County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Carter County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Carter County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Carter County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Carteret County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Carver County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Cascade County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Casey County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Cassia County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Castro County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Caswell County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Catahoula Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Cataño Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Catawba County,North Carolina,,,,,,,,,3488,,,,,,,,,,,,,,,
Catoosa County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Catron County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Cattaraugus County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Cavalier County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Cayey Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Cayuga County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Cecil County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Cedar County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Cedar County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Cedar County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Ceiba Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Centre County,Pennsylvania,,1881,,,,,5114,,,,,,,,,,,,,,,,,
Cerro Gordo County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Chaffee County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Chambers County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Chambers County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Champaign County,Illinois,,4526,,,,,9787,2302,,,,3649,,,,,,,,,,,,
Champaign County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Chariton County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Charles City County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Charles County,Maryland,,,,,,,,2687,,,,,,,,,,,,,,,,
Charles Mix County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Charleston County,South Carolina,,,,,,,2141,1588,,,,,,,,,,,,,,,,
Charlevoix County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Charlottesville city,Virginia,,862,,,,,1192,,,,,432,,,,,,,,,,,,
Charlton County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Chase County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Chase County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Chatham County,Georgia,,,,,,,,1403,,,,,,,,,,,,,,,,1276
Chatham County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Chattahoochee County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Chautauqua County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Chautauqua County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Chaves County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Cheatham County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Cheboygan County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Chelan County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Chemung County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Chenango County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Cherry County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Chesapeake city,Virginia,,,,,,,,6040,,,,,,,,,,,,,,,,
Cheshire County,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,
Chester County,Pennsylvania,,13175,,,,,6065,2703,,,,1878,,,,,,706,,,,,,
Chester County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Chester County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Chesterfield County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Chesterfield County,Virginia,,3237,,,,,2216,2199,,,,,,,,,,,,,,,,
Cheyenne County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Cheyenne County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Cheyenne County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Chickasaw County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Chickasaw County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Chicot County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Childress County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Chilton County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Chippewa County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Chippewa County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Chippewa County,Wisconsin,,,,,,,,,538,,,,,,,,,,,,,,,
Chisago County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Chittenden County,Vermont,,,,,,,1597,,,,,,,,,,,,,,,,,
Choctaw County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Choctaw County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Choctaw County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Chouteau County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Chowan County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Christian County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Christian County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Christian County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Churchill County,Nevada,,,,,,,,792,,,,,,,,,,,,,,,,
Ciales Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Cibola County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Cidra Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Cimarron County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Citrus County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas County,Oregon,,1836,,,,,5877,3939,,,3030,2447,,,,,,,,,,,,3192
Claiborne County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Claiborne County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Claiborne Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Clallam County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Clare County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Clarendon County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Clarion County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Nevada,,11472,,,,,40984,136776,,,20239,18168,,,,,,4505,,,,,8018,13275
Clark County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Clark County,Washington,,3107,,,,,5102,5861,,,4073,3685,,,,,,,,,,,,3850
Clark County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Clarke County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Clarke County,Georgia,,1667,,,,,,,,,,1107,,,,,,,,,,,,
Clarke County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Clarke County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Clarke County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Clatsop County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Florida,,,,,,,,4643,,,,,,,,,,,,,,,,
Clay County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,2050
Clay County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Clay County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Clayton County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,9125
Clayton County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Clear Creek County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Clearfield County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Cleburne County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Cleburne County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Clermont County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland County,Oklahoma,,,,,,,2956,,,,,,,,,,,,,,,,,4520
Clinch County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Cloud County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Coahoma County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Coal County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Coamo Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Cobb County,Georgia,,17424,,,,,7014,3535,,,1930,4538,,,,,,,,,,,,3666
Cochise County,Arizona,,,,,,,,,,,,,,,,,,,,,,,,
Cochran County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Cocke County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Coconino County,Arizona,,,,,,,,,,,,,,,,,,,,,,,,
Codington County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Coffee County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Coffee County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Coffee County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Coffey County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Coke County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Colbert County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Cole County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Coleman County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Coles County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Colfax County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Colfax County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Colleton County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Collier County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Collin County,Texas,,56046,,,,,27136,9984,,,3604,9011,,,,,,3087,,7622,,1785,,13207
Collingsworth County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Colonial Heights city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Colorado County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Colquitt County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Columbia County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Columbiana County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Columbus County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Colusa County,California,,,,,,,,,,,,,,,,,,,,,,,,
Comal County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Comanche County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Comanche County,Oklahoma,,,,,,,,1169,,,,1967,,,,,,,,,,,,
Comanche County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Comerío Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Concho County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Conecuh County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Conejos County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa County,California,,34341,,,,,60234,67663,,,15121,12169,5077,,,,,6681,,3701,,,2517,11883
Converse County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Conway County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Cook County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Cook County,Illinois,,121911,,,,2298,86180,80640,,,19388,40843,,,,,,14957,,20601,,2767,6068,17729
Cook County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Cooke County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Cooper County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Coos County,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,
Coos County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Coosa County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Copiah County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Corozal Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Corson County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Cortland County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Coryell County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Coshocton County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Costilla County,Colorado,,,,,,,,,,,123,,,,,,,,,,,,,
Cottle County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Cotton County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Cottonwood County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Covington city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Covington County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Covington County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Coweta County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Cowley County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Cowlitz County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Craig County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Craig County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Craighead County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Crane County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Craven County,North Carolina,,,,,1778,,,,,,,,,,,,,,,,,,,
Crawford County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Iowa,,,,,300,,,,,,,,,,,,,,,,,,,
Crawford County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Creek County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Crenshaw County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Crisp County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Crittenden County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Crittenden County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Crockett County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Crockett County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Crook County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Crook County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Crosby County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Cross County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Crow Wing County,Minnesota,,,,,,,,306,,,,,,,,,,,,,,,,
Crowley County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Culberson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Culebra Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Cullman County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Culpeper County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County,Maine,,,,,,,1596,,,,,,,,,,,,,,,,,
Cumberland County,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County,North Carolina,,,,,,,,2618,,,1410,3170,,,,,,,,,,,,1599
Cumberland County,Pennsylvania,,4125,,,,,1630,,,,,,,,,,,,,,,,,
Cumberland County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Cuming County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County,North Carolina,,,,,,,,236,,,,,,,,,,,,,,,,
Curry County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Curry County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Custer County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Custer County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Custer County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Custer County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Custer County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Custer County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Cuyahoga County,Ohio,,13947,,,,,11529,4656,,,2352,3412,,,,,,2407,,,,,,1928
Dade County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Dade County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Daggett County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Dakota County,Minnesota,,4486,,,,,2886,2856,,,,2019,,,,,,,,,,,,4594
Dakota County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dale County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Dallam County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County,Iowa,,2072,,,,,,,,,,,,,,,,,,,,,,
Dallas County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County,Texas,,56766,,,,,18996,13451,,,4263,10601,2778,,,3486,,4982,,5886,,,2419,34712
Dane County,Wisconsin,,6963,,,,,9420,1876,6121,,,2949,,,,,,,,,,,,
Daniels County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Danville city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Dare County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Darke County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Darlington County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Dauphin County,Pennsylvania,,2789,,,,,2309,,,,,,,,,,,,,,,,,1659
Davidson County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County,Tennessee,,6115,,,,,3546,1783,,,,2775,2164,,,,,,,,,,,3404
Davie County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Daviess County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Daviess County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Daviess County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Davis County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Davis County,Utah,,,,,,,1776,2435,,,2003,,,,,,,,,,,,,
